,Atlanta,bell,chicago,denver,indiana,ny,sf,seattle,ranch,dallas
0,259.4744915355645,547.9743270890165,250.19103731391,417.18041660963553,238.4691731148076,130.23912179792467,586.3005848917901,547.975008017039,586.2254358949573,377.9371879534804
1,258.5309548310377,547.5932678784884,249.53113125639857,416.5144546677171,237.69182160158698,129.29133389505375,585.7003212652801,547.5939490165277,585.609210534954,377.0613178016368
2,259.5133155364433,549.826887393886,251.5783448738951,418.55086900963835,239.531271733736,130.06543527462003,587.813525555098,549.8275685663125,587.7057444301505,378.5787711151855
3,263.6296650598397,550.5798399056006,253.79413865429302,420.79170113484673,242.4146068047792,134.29645945529134,589.6928363163232,550.5805200120134,589.6711147293106,382.09823764362505
4,263.69910097757315,550.8388920475977,254.01129781002817,421.0088224847118,242.5986990827336,134.3407845281437,589.923981858577,550.8395721717493,589.8992380724306,382.2382186099387
5,262.8471590275059,548.1194076978004,251.67943260668733,418.6737298534894,240.59149056320587,133.82432762305288,587.4548023184932,548.1200876762414,587.4584626841161,380.66367920135644
6,262.26032554815185,548.6699914692684,251.8369643140239,418.83442536629764,240.5353092826898,133.10300125763845,587.72256205847,548.6706716993181,587.7022128082292,380.38062254448886
7,267.01227809919664,552.7958246493528,256.80546424091267,423.79825035064715,245.67883128169467,137.61388956702737,592.5259161512674,552.7965040754613,592.5457334560589,385.5108753601135
8,260.06911260688776,552.3461887699573,253.6665887389624,420.6122398725049,241.27889242355428,130.52485880716804,590.0172169343772,552.346870140458,589.8765887054115,379.8378413054711
9,265.25040398631734,555.9230373697186,258.34626111186765,425.3275090796646,246.3264158629463,135.7165896857246,594.4987695194577,555.923717803245,594.4178572908802,385.10607629539606
10,265.3183566938598,556.3074888552255,258.65398467062755,425.6321645996374,246.57916698318954,135.79518200323443,594.8278380532527,556.3081693277318,594.7413619558067,385.2812816458452
11,262.94522545709134,552.8595459681094,255.18128272068554,422.1653385901959,243.26155481922748,133.41826587746985,591.3228636534577,552.8602266081073,591.2428006091225,382.29339939340747
12,262.6769483053558,553.6478975726548,255.65328736248532,422.6258374149191,243.54140547242625,133.13280742065973,591.8738931707855,553.6485784044361,591.7726793672687,382.3322687644931
13,262.82487144332094,550.8038536769196,253.62746220471178,420.62305998825065,242.05178438527824,133.4287410271116,589.6263662769466,550.8045340512322,589.5810884360023,381.53151326695536
