,Atlanta,bell,chicago,denver,indiana,ny,sf,seattle,ranch,dallas
0,256.48794701113326,539.5849272497633,247.37834786251597,411.24044823374595,235.87600384499794,129.6728213020923,577.1934334279312,539.585595425766,577.1196917773318,372.73214369326297
1,255.5620803073155,539.21100429211,246.73080013769916,410.5869580355651,235.11321011392172,128.7427830138738,576.6044111857309,539.2116726741965,576.5150067235995,371.8726763227101
2,256.5260439389478,541.4027938943399,248.73967474209834,412.5852356068732,236.91821210538544,129.50238747788802,578.6780406279354,541.4034623101697,578.5722779645328,373.3617116626943
3,260.56530488842,542.1416455540664,250.91397243921426,414.7841027453977,239.74754977229455,133.65417552506958,580.5221567620475,542.1423129238462,580.5008419641467,376.81526769103937
4,260.6334404511067,542.3958463198418,251.12706476594593,414.9971579742654,239.92819447829294,133.69767050401572,580.7489735464735,542.3965137070281,580.7246931474076,376.95262717610893
5,259.7974531690343,539.7272908741969,248.83886936325905,412.70579558506904,237.9585757799063,133.1908855002249,578.3260353492169,539.7279581184013,578.3296271656641,375.40757481591874
6,259.2216095620896,540.267563636474,248.99345090939153,412.8634816867842,237.90344662938347,132.4830677109233,578.5887806421958,540.2682311275753,578.5688124807505,375.1298190777155
7,263.8845703393716,544.3161306382872,253.86890369056812,417.73434707499706,242.95064377220285,136.90947875594844,583.3021803433749,544.316797340503,583.3216265213325,380.1639955346202
8,257.07143236860304,543.8749152753057,250.78881120371295,414.608002328074,238.63310438232904,129.9532071966078,580.8404625705858,543.8755838855003,580.7024679444187,374.59720272664777
9,262.15569156909464,547.3847787572751,255.38084542353897,419.23496674556947,243.58610077012364,135.047710391424,585.2380872735014,547.3854464480424,585.1586903215734,379.7667773088105
10,262.22237169827883,547.7620304613756,255.68280611639724,419.5339168560674,243.83411851597614,135.12483087821494,585.5609932052507,547.7626981903927,585.4761365813196,379.9387015164574
11,259.8936830681786,544.3786586216472,252.2751388870159,416.1320155260273,240.57863664223834,132.79242824029458,582.1216579054848,544.3793265150193,582.0430942347757,377.006774566305
12,259.6304300532239,545.1522464408046,252.73830410336967,416.5838903994825,240.85324641692466,132.5123156816462,582.6623680659552,545.1529145223685,582.5630497350484,377.04491601465975
13,259.7755829736235,542.3614641271711,250.75041740819378,414.61861981105307,239.3915220777673,132.80270721749207,580.4569315344914,542.3621317598336,580.4125016303342,376.2591565953258
14,260.03567637367695,543.8509833239361,251.94559146941882,415.8078791354913,240.37065603059366,132.96028608513356,581.7403560606159,543.8516510991612,581.6749746218579,376.9498191475251
15,259.7811518537569,543.1073275395479,251.2982739743668,415.16322865313,239.8068979646191,132.74490839747313,581.0615603082335,543.1079952793053,581.003646881767,376.5064541654423
16,259.8010748529547,543.0681443521298,251.27766665754748,415.14296058158436,239.7971614449554,132.7684391615127,581.0360639875419,543.0688120804239,580.9793513288873,376.5095828058048
17,258.6905664038519,542.7034321304616,250.56226641308763,414.42104670189997,238.93125901498487,131.6458048176503,580.3984339126451,542.7041001237626,580.3214436807111,375.5075130841135
18,257.36799158699273,535.5223727276012,244.7547870475237,408.6141709660975,234.1637931530674,131.51957496560635,574.1480676638208,535.5230400942567,574.167418587552,372.05963808385656
19,271.97400621885583,534.8756438455212,250.96983140656977,414.2352453386063,243.2893802973626,147.87682794480517,578.0136145343788,534.8763063074072,578.3913553482145,383.4127933095633
20,272.36269811075493,534.7915144517136,251.10389449331515,414.3379641381239,243.51066816808446,148.33569319292405,578.0594449202028,534.7921767570826,578.4477692432541,383.6917067049336
21,264.68031336996063,520.9817438674683,237.86849817931397,400.8003634563459,231.4411877810427,146.04984562859318,564.2069640265199,520.982406844317,564.6370871662987,372.6093103289655
22,242.72256734803022,531.7920440628891,236.21050979417322,399.8833076094391,223.32445057989844,116.47867372416081,566.5877178242338,531.7927147822952,566.3198804994497,359.1786174119027
23,232.63863643766706,531.1668761809751,232.37374525910764,395.40496255678914,217.46584692824996,105.56938182004083,562.9231279887867,531.1675488791477,562.4214476160996,350.9879995165181
24,227.44464127948152,528.861784075729,228.95137312194203,391.63125528985023,213.32277554594165,100.66358402958365,559.4093466711026,528.862457457717,558.8222347391271,346.0870065706352
25,226.29662770115232,528.6115369546421,228.4245056119876,390.99475843037334,212.58913135613778,100.86024850738028,558.8421448221588,528.6122104941849,558.2314515386493,345.09351951835845
26,226.49944101337042,528.8329154264911,228.6665055345913,391.24136986715166,212.8374481904375,100.62874806452395,559.0862359890831,528.8335889510545,558.4765202088985,345.3305934110922
27,226.5610734128913,528.9574167860098,228.78828548952274,391.359631437624,212.95136582137286,100.55723075756335,559.2068417597479,528.9580903100479,558.5963901932766,345.42246613017926
28,227.44513400478817,526.9135774369431,227.3182715723459,390.15235683052117,212.02578093265748,102.7869407718102,557.8219934969391,526.9142506781245,557.2695611270433,345.40330046786835
29,227.8188576119581,528.5533645103231,228.7977276200968,391.54353662207876,213.3034885160763,101.32284934300095,559.2770420542741,528.5540378112414,558.7046026163507,346.27500590247104
30,222.77573723754355,529.4658177749911,228.23982894412373,390.277943418056,211.49497874344388,105.06575626552845,558.4114048845327,529.4664918638726,557.6987089541258,342.60674148028716
31,219.56283631436276,526.5762899661562,224.96972581012363,386.8465573265601,208.0015607590942,107.61931710302113,555.0460411951705,526.5769642864785,554.3069558107554,339.0699129185406
32,219.25141760093487,526.9546310965751,225.22592489998038,387.01576155928745,208.12694546963104,108.02625211386571,555.2531135599193,526.955305474555,554.4995228965572,338.9565714268598
