,Atlanta,bell,chicago,denver,indiana,ny,sf,seattle,ranch,dallas
0,274.12777139520074,589.1363532009084,263.9913089496969,446.3244719743803,251.19238374270415,133.01763709618976,630.9842110799635,589.137096695858,630.902157033482,403.4753875694009
1,273.09753802052853,588.7202804455733,263.27076756393535,445.5973182605562,250.34360545042404,131.9827619027145,630.3287923573367,588.7210241698369,630.2293099368624,402.51903827426554
2,274.1701627311729,591.1591356168045,265.50608897083936,447.8208481027373,252.35207306815767,132.82799142349816,632.6361679755039,591.1598793786152,632.5184834047311,404.1759224639578
3,278.6647421582084,591.9812730104959,267.92548049318816,450.2675786129035,255.50034277118044,137.44778236439103,634.6881588077694,591.9820156083422,634.6644413373373,408.0187744285338
4,278.7405581805283,592.2641281036633,268.1625932719287,450.5046501119895,255.70135032908266,137.49618023716926,634.9405431091899,592.2648707208783,634.9135257454969,408.171617516273
5,277.8103357249188,589.2947645106856,265.61646512853713,447.9549979891895,253.50970988009664,136.93226879879938,632.2444835303228,589.2955069688014,632.2484802278651,406.4524018878024
6,277.1695811756734,589.8959385553178,265.7884716034189,448.1304589751382,253.44836639452603,136.14466351315906,632.5368463172648,589.8966812881613,632.514627280478,406.14333663000264
7,282.3581658798588,594.4008730428263,271.213501093188,453.5503839662635,259.0644998224177,141.07003383892925,637.7815555829741,594.4016148978587,637.8031937966166,411.7449816384111
8,274.77702909765316,593.9099224659374,267.7862106809172,450.071627590502,254.2602735147121,133.3296289899754,635.0423450701719,593.9106664440221,634.888795246189,405.55068205186143
9,280.43440233748584,597.8154290412982,272.895873758112,455.2201583095232,259.7715875756844,138.99840096010013,639.9356841648224,597.816171996315,639.8473373332687,411.30298769741523
10,280.5085988651607,598.2352057700798,273.23187243085715,455.5528070373874,260.04756267904935,139.08421471604942,640.2949890911104,598.235948767658,640.2005671557763,411.49429175436165
11,277.91741296760495,594.4704493814534,269.4400819981639,451.76743245474245,256.42511242445494,136.48889615577423,636.4679608613486,594.4711925619131,636.3805412411511,408.2318685743371
12,277.6244852266342,595.3312385061184,269.95545668645036,452.2702441163885,256.73067709561815,136.17720840915317,637.0696216091043,595.3319818959837,636.9591077967,408.274309449348
13,277.7860002507841,592.2258702397205,267.7434890133585,450.0834419102901,255.10418249055132,136.50033381232095,634.6155811829107,592.2266131300826,634.5661429971464,407.3999767026114
14,278.0754122149062,593.8832928280851,269.0733869363957,451.40675836839824,256.19368756975655,136.67567547642653,636.043677446913,593.8840358770801,635.9709260022236,408.1684929576814
15,277.7921968729862,593.0558097733585,268.35310173263804,450.6894408115743,255.56638088250585,136.43601972352758,635.2883656554786,593.0565527828877,635.2239240414305,407.67515044971645
16,277.81436565669173,593.0122097311087,268.3301714928291,450.66688805785674,255.55554683104972,136.4622029509243,635.2599953075661,593.0129527278824,635.1968898157372,407.678631760477
17,276.57867712571465,592.6063859755247,267.53412903331287,449.86359772521683,254.5920370959151,135.21302165535417,634.5504895211018,592.6071292671778,634.4648207027556,406.5636055188183
18,275.1070174243658,584.6158544747973,261.0720119267647,443.4021522915169,249.28716715804484,135.07256276864902,627.5955618982471,584.6165970691673,627.6170941203005,402.727074966077
19,291.3594689734367,583.8962242343578,267.9876360628907,449.656852235034,259.4414198174894,153.27365788054772,631.8968456370263,583.8969613710769,632.3171666095645,415.35999434111005
20,291.79197546475746,583.8026115048644,268.1368111716911,449.7711498278008,259.68765196828144,153.78424789435857,631.9478421712524,583.8033484674235,632.3799396601835,415.6703477509139
21,283.2436076226013,568.4361591918146,253.4094784428304,434.70754728345634,246.25766095725396,151.24073224520913,616.5338651054021,568.4368969015445,617.0124731080355,403.3387080334582
22,258.8107138906095,580.4650311726567,251.5645962776682,433.68711795380665,237.22597904928432,118.33620279351376,619.1829851236173,580.4657774977102,618.8849563146779,388.3940642406997
23,247.59008987539517,579.7693923576253,247.29533931175257,428.7039594521415,230.706974762796,106.19718044038025,615.1053109428798,579.770140884498,614.5470795460395,379.28017356916126
24,241.8106108879945,577.2044628610511,243.48718638680378,424.50486777229986,226.09688305725874,100.73838535434699,611.1954449007693,577.2052121488214,610.542151824676,373.8267249452269
25,240.5331895290724,576.9260070801096,242.90092867762456,423.79662294094,225.28054013623816,100.95721848421668,610.5643062362637,576.9267565431944,609.8847736428943,372.7212488390662
26,240.75886460974365,577.1723400448791,243.17020760936106,424.0710332115516,225.55684804226138,100.69962256733301,610.8359121441024,577.1730894912962,610.1574672413747,372.9850464630121
27,240.82744441144266,577.3108755978258,243.30571499224797,424.20262560637406,225.68360683471957,100.62004359965475,610.970112984898,577.3116250436581,610.2908493556884,373.0872753702999
28,241.8111591548815,575.0366481078486,241.6699963812822,422.859263125033,224.65368704225392,103.10109369363255,609.4291601746074,575.0373972389398,608.8144558523015,373.06594929292936
