,Atlanta,bell,chicago,denver,indiana,ny,sf,seattle,ranch,dallas,,,2.18179866,1.82622372,1.667832294,0.017374887,1.826244321,2.966902312,1.710262821,1.826229767,1.695760712,1.221186878
495,0.860774826,3.844677922,0.752567879,2.37710426,0.560875708,0.591109467,4.087118951,3.844684777,4.078004239,1.93289409,,,,,,,,,,,,
496,1.531619753,4.433287062,1.453238572,3.115262875,1.330188399,0.245414394,4.80256038,4.433293853,4.800935427,2.713675161,,,,,,,,,,,,
497,1.570800464,4.463879684,1.491417289,3.153728133,1.370684137,0.282650217,4.839509216,4.463886469,4.838282019,2.754971242,,,,,,,,,,,,
498,1.568101384,4.441266879,1.473501289,3.136024025,1.356308209,0.283199817,4.820313238,4.441273661,4.819427485,2.745296958,,,,,,,,,,,,
499,0.863772256,3.867345232,0.775300384,2.39884632,0.582043302,0.571036924,4.109213914,3.867352087,4.099955879,1.948229172,,,,,,,,,,,,
500,0.858451794,3.867973388,0.775332218,2.39744726,0.580295748,0.573481987,4.108115849,3.867980243,4.09872474,1.944380966,,,,,,,,,,,,
501,0.855419503,3.860461851,0.767586506,2.389507396,0.572395704,0.581170775,4.100168422,3.860468706,4.090777504,1.93771721,,,,,,,,,,,,
502,0.865517289,3.870750635,0.77885721,2.402574614,0.585773598,0.567352754,4.11292678,3.870757491,4.103677005,1.951527611,,,,,,,,,,,,
503,0.858323447,3.872649625,0.779934959,2.401633691,0.58434126,0.569848358,4.112415846,3.872656481,4.102975797,1.946918184,,,,,,,,,,,,
504,0.865679131,3.873875057,0.781955097,2.405458435,0.588566839,0.564774324,4.115875051,3.873881912,4.106598275,1.953410538,,,,,,,,,,,,
505,0.865054294,3.865552636,0.773678658,2.397697154,0.58103828,0.571773828,4.107953271,3.865559491,4.098743279,1.948229139,,,,,,,,,,,,
506,0.860161837,3.864432846,0.772022543,2.394869352,0.577928669,0.575360382,4.105365338,3.864439702,4.09604944,1.943726755,,,,,,,,,,,,
507,0.86134718,3.865132925,0.772844954,2.395943222,0.579055446,0.574145184,4.1063912,3.86513978,4.097096812,1.945060755,,,,,,,,,,,,
508,0.860798903,3.869332882,0.776929552,2.399546247,0.582494414,0.571093206,4.11012028,3.869339737,4.10077188,1.947002664,,,,,,,,,,,,
509,0.868259222,3.868119576,0.77658265,2.401210168,0.584681592,0.567961048,4.111350765,3.868126432,4.102192207,1.952212049,,,,,,,,,,,,
510,0.868996387,3.870704139,0.779216005,2.403821179,0.587253108,0.565483427,4.113982353,3.870710995,4.104816004,1.954249186,,,,,,,,,,,,
511,0.852008744,3.864980745,0.771700917,2.392353245,0.574922176,0.579473576,4.103296124,3.8649876,4.093780302,1.937594432,,,,,,,,,,,,
512,0.861103773,3.873030798,0.780611491,2.403004684,0.585860661,0.567988214,4.113647607,3.873037653,4.104270096,1.949326216,,,,,,,,,,,,
513,0.862684603,3.87642808,0.784135443,2.406657455,0.589505835,0.564420138,4.117294693,3.876434935,4.107921154,1.952479178,,,,,,,,,,,,
514,0.860064744,3.86725157,0.774794759,2.397389392,0.580356013,0.573159678,4.107955086,3.867258425,4.098609502,1.945246797,,,,,,,,,,,,
515,0.85913427,3.865478106,0.772942132,2.395437309,0.578400915,0.575092263,4.106012475,3.865484961,4.096661925,1.943507263,,,,,,,,,,,,
516,0.853169686,3.871190106,0.777956965,2.398412454,0.580882511,0.57391168,4.109433032,3.871196962,4.09988442,1.942029364,,,,,,,,,,,,
517,0.865713079,3.858516398,0.766813262,2.391556271,0.575188949,0.577111584,4.101612827,3.858523253,4.092486354,1.944756268,,,,,,,,,,,,
518,1.588028423,4.451260485,1.488920551,3.151532671,1.373863805,0.302805226,4.834578502,4.451267263,4.833995304,2.764459033,,,,,,,,,,,,
519,0.863719534,3.870677506,0.778580946,2.401843238,0.584929966,0.568403003,4.112291081,3.870684361,4.10299915,1.950066873,,,,,,,,,,,,
520,0.871558826,3.873938386,0.782705602,2.407692243,0.591186731,0.561495423,4.117789661,3.873945241,4.108652421,1.958086691,,,,,,,,,,,,
521,0.875912713,3.888904353,0.797942784,2.42276819,0.606034988,0.547241135,4.132990121,3.888911208,4.123805293,1.969827348,,,,,,,,,,,,
522,0.84616915,3.866341235,0.772472724,2.391436647,0.573680169,0.581719189,4.1027138,3.86634809,4.093045404,1.933756375,,,,,,,,,,,,
523,0.84906313,3.863999905,0.770435891,2.390375642,0.572815394,0.581916933,4.101451311,3.86400676,4.091874625,1.934709027,,,,,,,,,,,,
524,1.564593751,4.458837518,1.485222093,3.147496884,1.364164521,0.276704548,4.833503633,4.458844304,4.832217309,2.748373549,,,,,,,,,,,,
525,0.830086256,3.860540135,0.765319612,2.380248111,0.561969648,0.595606478,4.092215811,3.86054699,4.082218868,1.917738383,,,,,,,,,,,,
526,1.582283373,4.461197064,1.493961932,3.156462529,1.375979813,0.295103785,4.840882038,4.461203845,4.839981541,2.763205128,,,,,,,,,,,,
527,1.570133169,4.470153823,1.495841175,3.158047421,1.373850828,0.281333229,4.844380767,4.470160608,4.843023302,2.756507439,,,,,,,,,,,,
528,1.5452355,4.427163491,1.453907577,3.116286636,1.334701453,0.261343311,4.8017793,4.427170278,4.800592626,2.722405889,,,,,,,,,,,,
529,1.570977441,4.460375737,1.488873435,3.151233395,1.368804818,0.283249616,4.836724536,4.460382521,4.835565092,2.753953221,,,,,,,,,,,,
530,1.574033376,4.43450415,1.470862936,3.133473509,1.356073506,0.291017905,4.81662638,4.43451093,4.816003925,2.747723886,,,,,,,,,,,,
531,1.562850954,4.432494599,1.464873729,3.12741478,1.348224564,0.279309955,4.811550038,4.432501381,4.810693684,2.738176727,,,,,,,,,,,,
532,1.571327662,4.455118404,1.485094111,3.147521487,1.366040859,0.284328345,4.83256798,4.455125188,4.83151191,2.75248692,,,,,,,,,,,,
533,1.568856359,4.465490237,1.491859119,3.154112903,1.370452098,0.280439964,4.840211751,4.465497023,4.838908162,2.753958023,,,,,,,,,,,,
534,1.550144862,4.436535288,1.462866337,3.125203592,1.342948294,0.264744112,4.810926711,4.436542075,4.809691688,2.72946158,,,,,,,,,,,,
535,0.862111751,3.897320002,0.804652633,2.425230269,0.60749545,0.548580461,4.136386969,3.897326857,4.12678644,1.963604121,,,,,,,,,,,,
536,1.57373284,4.471753954,1.498439581,3.160688834,1.376874027,0.284939696,4.846790075,4.471760739,4.845490852,2.759894019,,,,,,,,,,,,
537,1.581117388,4.466532237,1.497457572,3.15989098,1.378286033,0.293196204,4.84484774,4.466539019,4.843822548,2.764043523,,,,,,,,,,,,
538,1.573197384,4.448070932,1.480594231,3.143112358,1.363182572,0.287443049,4.827418957,4.448077714,4.826534671,2.751621181,,,,,,,,,,,,
539,0.905445403,3.969956265,0.880694448,2.505095066,0.687508197,0.470089379,4.215860815,3.969963119,4.206467493,2.03561681,,,,,,,,,,,,
540,1.564119954,4.448309457,1.477170505,3.139574903,1.357913999,0.277685661,4.82481359,4.448316241,4.823705583,2.744496197,,,,,,,,,,,,
541,1.566607727,4.452608846,1.481360007,3.143749706,1.361822766,0.279675545,4.829073469,4.452615631,4.827948357,2.74790452,,,,,,,,,,,,
542,0.88590325,3.849860206,0.760884049,2.391229518,0.576961243,0.57376975,4.099923846,3.849867061,4.091361771,1.95584074,,,,,,,,,,,,
543,0.924518699,3.82541671,0.743240605,2.383616064,0.575806306,0.577176848,4.089241478,3.825423563,4.081828032,1.97265113,,,,,,,,,,,,
544,1.570204653,4.449195694,1.480239341,3.142713993,1.362031234,0.284047256,4.827410877,4.449202476,4.826434104,2.749621736,,,,,,,,,,,,
545,1.564553826,4.453272221,1.481047186,3.14339735,1.360982655,0.277395917,4.828977537,4.453279005,4.827790757,2.746494612,,,,,,,,,,,,
546,1.565728864,4.450298946,1.479289955,3.141694181,1.359994444,0.279089097,4.826926387,4.45030573,4.82582156,2.746437174,,,,,,,,,,,,
547,0.894744676,3.793383773,0.706533538,2.342697436,0.532970558,0.618863422,4.04948065,3.793390628,4.041626475,1.929862362,,,,,,,,,,,,
548,1.560171168,4.438301329,1.468137879,3.13059832,1.349902876,0.275216309,4.815456064,4.438308113,4.814431734,2.738008932,,,,,,,,,,,,
549,0.917909788,3.88656306,0.801641983,2.436311256,0.623292698,0.527292951,4.144042723,3.886569914,4.135881115,2.001655852,,,,,,,,,,,,
550,0.899777931,3.878665813,0.791122203,2.422450103,0.608049451,0.542814575,4.131057297,3.878672667,4.122544929,1.983001294,,,,,,,,,,,,
551,0.984690794,3.785240879,0.717779928,2.370322071,0.578395065,0.592887059,4.070375605,3.78524773,4.064755141,1.997927245,,,,,,,,,,,,
552,1.038237497,3.76636085,0.715548153,2.374511652,0.599176339,0.598191774,4.069429217,3.766367696,4.065254382,2.030607652,,,,,,,,,,,,
553,1.046352371,3.76950833,0.721202622,2.380689795,0.607034523,0.593604606,4.07498731,3.769515175,4.070981639,2.039063601,,,,,,,,,,,,
554,1.018688795,4.032992763,0.959701882,2.600837245,0.788760272,0.36183701,4.307065933,4.032999613,4.299552828,2.154295179,,,,,,,,,,,,
555,1.141042674,4.019387343,0.978985494,2.636230875,0.843547439,0.336979889,4.332912986,4.01939418,4.328469066,2.243745001,,,,,,,,,,,,
556,1.599398155,4.481746892,1.515995108,3.178498056,1.397683653,0.310779973,4.862811984,4.481753671,4.861953474,2.783572533,,,,,,,,,,,,
557,1.006573923,4.117246983,1.035923876,2.666246007,0.84893419,0.31409197,4.37624973,4.117253835,4.367254111,2.182551266,,,,,,,,,,,,
558,1.597162817,4.482568433,1.515710086,3.178179723,1.396814091,0.308384092,4.862785261,4.482575213,4.861857524,2.782063596,,,,,,,,,,,,
559,1.050605837,4.157822813,1.081295002,2.715525662,0.898991377,0.262361388,4.424562929,4.157829663,4.415999632,2.233811454,,,,,,,,,,,,
560,1.045863506,4.154037978,1.076935635,2.710707838,0.894062269,0.267615457,4.41987084,4.154044828,4.411252881,2.228561957,,,,,,,,,,,,
561,1.021839273,4.129440715,1.049883884,2.681845071,0.864860615,0.297035892,4.391444815,4.129447567,4.382630166,2.199602312,,,,,,,,,,,,
562,1.03440281,4.137397274,1.059489947,2.692973385,0.876359507,0.284111211,4.402161152,4.137404125,4.393525929,2.212721644,,,,,,,,,,,,
563,1.036385301,4.143869116,1.065829807,2.698960755,0.882199259,0.279418393,4.408277406,4.143875967,4.399590025,2.216970791,,,,,,,,,,,,
564,1.044345512,4.144009183,1.067418705,2.702030519,0.885716983,0.273751705,4.410899965,4.144016034,4.402401351,2.223220763,,,,,,,,,,,,
565,1.046737517,4.144374358,1.068202869,2.703216027,0.887031345,0.271908299,4.411961634,4.144381208,4.403514738,2.225233936,,,,,,,,,,,,
566,1.604857899,4.464536212,1.505537412,3.168172413,1.391388019,0.318625161,4.850545856,4.464542987,4.850131056,2.782242226,,,,,,,,,,,,
567,1.606271316,4.466529551,1.507577043,3.170211427,1.39334463,0.319831102,4.852599383,4.466536326,4.852182884,2.784025666,,,,,,,,,,,,
568,0.95058882,4.093811669,1.005517418,2.626457187,0.807892598,0.366600069,4.338564063,4.093818524,4.328577575,2.12896434,,,,,,,,,,,,
569,1.591953201,4.479695894,1.511514709,3.173948379,1.392112513,0.303210016,4.858851885,4.479702675,4.857850136,2.776981821,,,,,,,,,,,,
570,0.939639496,4.082923838,0.993736364,2.613450841,0.794834019,0.379961478,4.325755435,4.082930693,4.31566659,2.11567052,,,,,,,,,,,,
571,0.941180837,4.111397482,1.021160141,2.637561704,0.818859188,0.366539986,4.350627318,4.111404336,4.340151893,2.129336799,,,,,,,,,,,,
572,1.622437949,4.482022179,1.525532271,3.188173458,1.411660379,0.334894844,4.870139437,4.482028951,4.86983408,2.801980932,,,,,,,,,,,,
573,1.024266374,4.14894337,1.068413706,2.698585416,0.881061546,0.285925786,4.408755473,4.148950222,4.399698173,2.209657421,,,,,,,,,,,,
574,1.592991969,4.457742251,1.495712742,3.158323023,1.38046214,0.307024169,4.84137596,4.457749029,4.840796531,2.770561542,,,,,,,,,,,,
575,1.01953123,4.171048132,1.088200654,2.714676196,0.89643782,0.281081052,4.42587635,4.171054984,4.416354264,2.215027302,,,,,,,,,,,,
576,1.020907568,4.171750797,1.089071796,2.715748085,0.897533276,0.27970694,4.426902295,4.171757649,4.417402136,2.216382036,,,,,,,,,,,,
577,1.619775108,4.474043356,1.518615419,3.181258691,1.405661608,0.333107249,4.862850423,4.474050128,4.862624876,2.797238648,,,,,,,,,,,,
578,1.614388632,4.477670881,1.519055751,3.181686926,1.404401295,0.326930365,4.864135652,4.477677656,4.863714351,2.794152958,,,,,,,,,,,,
579,1.591661662,4.474445683,1.507512888,3.169996576,1.388994792,0.303399573,4.854514252,4.474452463,4.85360103,2.775028624,,,,,,,,,,,,
580,1.590845137,4.486018024,1.515762002,3.178103523,1.395011325,0.301602057,4.863616466,4.486024806,4.86247217,2.778163928,,,,,,,,,,,,
581,1.576703343,4.48039552,1.506044883,3.168215335,1.383519325,0.287389525,4.854693231,4.480402306,4.8533082,2.765083685,,,,,,,,,,,,
582,1.585268393,4.476783869,1.506711138,3.16908401,1.386517817,0.296506344,4.854429163,4.476790651,4.85331828,2.770713548,,,,,,,,,,,,
583,1.593284828,4.463418339,1.500016766,3.162600099,1.383800135,0.306470911,4.846076261,4.463425117,4.845401868,2.772679392,,,,,,,,,,,,
584,1.042500068,4.18557714,1.105428325,2.734808561,0.916958392,0.257245979,4.445330112,4.185583992,4.436127782,2.23874044,,,,,,,,,,,,
585,1.085913432,4.20420378,1.130405083,2.765808545,0.94932191,0.215522496,4.474638745,4.204210629,4.466181278,2.27995737,,,,,,,,,,,,
586,1.591719578,4.467815803,1.502634077,3.165175118,1.385318396,0.30422035,4.849161073,4.467822582,4.84836944,2.772890815,,,,,,,,,,,,
587,1.072397167,4.218538866,1.140939295,2.772121134,0.954472538,0.222229215,4.482271781,4.218545716,4.473248549,2.27498297,,,,,,,,,,,,
588,1.604732218,4.470902331,1.510159608,3.172774474,1.3948387,0.317584096,4.855674461,4.470909107,4.855141935,2.784248903,,,,,,,,,,,,
589,1.066910812,4.195031566,1.118438591,2.751420262,0.934301008,0.234059904,4.460967722,4.195038416,4.452201252,2.261519474,,,,,,,,,,,,
590,1.040547433,4.17965952,1.099629428,2.729348538,0.911585842,0.260874591,4.439757752,4.179666372,4.430604302,2.234852566,,,,,,,,,,,,
591,1.079126703,4.216636876,1.14042921,2.773125686,0.955820305,0.216929331,4.48283328,4.216643726,4.474005302,2.279503514,,,,,,,,,,,,
592,1.574196988,4.480552689,1.505189293,3.16730547,1.382141538,0.284807139,4.854042322,4.480559475,4.852593445,2.763141607,,,,,,,,,,,,
593,1.579302354,4.481620346,1.507970049,3.170171864,1.385737576,0.289990116,4.856488203,4.481627131,4.855143918,2.767550145,,,,,,,,,,,,
594,1.602708963,4.487909344,1.521863866,3.184346924,1.403096033,0.313719541,4.868816161,4.487916123,4.867925439,2.788216946,,,,,,,,,,,,
595,1.059646668,4.200940814,1.122544019,2.753421789,0.935790183,0.238053055,4.463594348,4.200947665,4.454554988,2.258183897,,,,,,,,,,,,
596,1.057888997,4.202517717,1.123683809,2.754022819,0.936277863,0.239066952,4.46434949,4.202524568,4.455241467,2.257431751,,,,,,,,,,,,
597,1.056345017,4.201054853,1.122069953,2.752286192,0.934524158,0.240806335,4.462640984,4.201061704,4.453519747,2.255653882,,,,,,,,,,,,
598,1.598207665,4.488234131,1.520313042,3.182736182,1.400607666,0.309047893,4.867685679,4.488240911,4.866679678,2.784741958,,,,,,,,,,,,
599,1.588206361,4.473931025,1.505757559,3.168204234,1.386653182,0.299835116,4.853029945,4.473937806,4.852042298,2.772113137,,,,,,,,,,,,
600,1.617818858,4.482958812,1.524325377,3.186953359,1.409388203,0.329928711,4.869476013,4.482965586,4.869041876,2.798615802,,,,,,,,,,,,
601,1.073133804,4.040946523,0.979395732,2.628068133,0.82181328,0.332457428,4.330940665,4.040953369,4.324610151,2.200466777,,,,,,,,,,,,
602,1.601198186,4.466195745,1.505265311,3.167881835,1.390100426,0.314483228,4.850767481,4.466202521,4.850234385,2.77988523,,,,,,,,,,,,
603,1.602521297,4.47760648,1.514195838,3.1767606,1.397237697,0.314450948,4.860425957,4.477613258,4.859718502,2.784698774,,,,,,,,,,,,
604,1.603959478,4.484157337,1.519598243,3.182127621,1.401746283,0.315317293,4.866170442,4.484164115,4.865378621,2.787987651,,,,,,,,,,,,
605,1.112282236,4.121471983,1.061677041,2.709279666,0.900503612,0.251144804,4.412904936,4.121478827,4.406368614,2.26664196,,,,,,,,,,,,
606,1.078881101,4.087319706,1.022882897,2.66868439,0.858968195,0.292090246,4.373114504,4.087326552,4.366279732,2.225801289,,,,,,,,,,,,
607,1.109456993,4.179090282,1.112638929,2.754648601,0.941179264,0.211504997,4.461001076,4.179097128,4.453515894,2.288334136,,,,,,,,,,,,
608,1.631231921,4.493693738,1.537650579,3.200290389,1.423387462,0.342884019,4.882295216,4.49370051,4.88199065,2.812790278,,,,,,,,,,,,
609,1.171278023,4.245974351,1.18630693,2.830961972,1.018351497,0.134355753,4.536331214,4.245981193,4.529244133,2.362820077,,,,,,,,,,,,
610,1.175996533,4.246658496,1.188046291,2.833296846,1.021064109,0.130975643,4.53838527,4.246665338,4.531400827,2.366776388,,,,,,,,,,,,
611,1.629722537,4.487665895,1.532641863,3.195285141,1.419167886,0.34191562,4.876952457,4.487672666,4.876721004,2.809622097,,,,,,,,,,,,
612,1.147425078,4.228633462,1.16540778,2.808290708,0.994800424,0.159313059,4.514412089,4.228640306,4.507037765,2.337519877,,,,,,,,,,,,
613,1.163273979,4.250882911,1.188733619,2.831749606,1.01812154,0.137418397,4.537870588,4.250889755,4.530506997,2.358404728,,,,,,,,,,,,
614,1.190463511,4.252148166,1.196412207,2.843114041,1.031835594,0.119112889,4.547491367,4.252155006,4.540764556,2.380191979,,,,,,,,,,,,
615,1.185080935,4.252411082,1.195301856,2.841259516,1.029444872,0.122082058,4.54601475,4.252417923,4.539153363,2.376071797,,,,,,,,,,,,
616,1.15455798,4.212676063,1.152983877,2.798424547,0.986697223,0.164304104,4.503342913,4.212682906,4.496402591,2.336905846,,,,,,,,,,,,
617,1.186890507,4.244302796,1.188681182,2.835619409,1.024607161,0.126120775,4.539857897,4.244309636,4.53317606,2.374417711,,,,,,,,,,,,
618,1.158719116,4.225977899,1.165711067,2.810494225,0.99817708,0.153602218,4.515756005,4.225984742,4.508698189,2.345332952,,,,,,,,,,,,
619,1.141405112,4.253987374,1.186581441,2.825878118,1.010445091,0.153419459,4.533510275,4.25399422,4.525563047,2.342436142,,,,,,,,,,,,
620,1.644685833,4.484216626,1.536371271,3.19895486,1.426404665,0.358140794,4.878752596,4.484223392,4.878945242,2.820387874,,,,,,,,,,,,
621,1.164204551,4.241302412,1.180513613,2.824611102,1.011702895,0.141485509,4.530226514,4.241309255,4.523046658,2.355504312,,,,,,,,,,,,
622,1.162026022,4.235627425,1.175000214,2.819333673,1.00662846,0.145982565,4.524827301,4.235634268,4.517689497,2.351632115,,,,,,,,,,,,
623,1.629186486,4.484339975,1.530000628,3.192643502,1.417020194,0.341732251,4.874093442,4.484346746,4.873909338,2.808106506,,,,,,,,,,,,
624,1.166175766,4.174284524,1.122194305,2.77238006,0.965209556,0.18846127,4.474658295,4.174291364,4.46860629,2.330684372,,,,,,,,,,,,
625,1.624504722,4.470339411,1.517876159,3.18050479,1.406508815,0.338691002,4.861294878,4.470346181,4.86125016,2.799771944,,,,,,,,,,,,
626,1.631412667,4.468298147,1.519281583,3.181865356,1.40962229,0.346413043,4.861752969,4.468304915,4.861911425,2.804582569,,,,,,,,,,,,
627,1.61936842,4.454826829,1.504451498,3.16704128,1.394890332,0.335911168,4.847097161,4.454833599,4.847205774,2.790528477,,,,,,,,,,,,
628,1.657983113,4.48252684,1.540792345,3.203230626,1.433683355,0.372538607,4.881452014,4.482533602,4.881995785,2.830401079,,,,,,,,,,,,
629,1.656628917,4.482001526,1.539837301,3.202287125,1.432563527,0.371174188,4.880611041,4.482008288,4.881131609,2.829151585,,,,,,,,,,,,
630,1.66103848,4.493028675,1.549624758,3.212129903,1.441210519,0.374297948,4.890912205,4.493035437,4.89134052,2.836280098,,,,,,,,,,,,
631,1.270395502,4.253180898,1.219463035,2.874819337,1.073001227,0.105430376,4.57334975,4.253187727,4.568530676,2.443288204,,,,,,,,,,,,
632,1.660723156,4.487944786,1.545845631,3.208306241,1.438285333,0.374653879,4.886690663,4.487951548,4.887203078,2.834362223,,,,,,,,,,,,
633,1.65708227,4.483499686,1.541105396,3.203565039,1.433648514,0.371429147,4.881966937,4.483506449,4.882471526,2.830005689,,,,,,,,,,,,
634,1.220308263,4.167615669,1.131852187,2.787965065,0.989076224,0.187455577,4.485770098,4.167622501,4.481110032,2.370324345,,,,,,,,,,,,
635,1.645888502,4.480756771,1.534382009,3.196933846,1.425269835,0.359910819,4.876312596,4.480763536,4.876596581,2.820205049,,,,,,,,,,,,
636,1.645665564,4.47655624,1.531260267,3.193781781,1.422862461,0.360316818,4.872831491,4.476563005,4.873185538,2.818641363,,,,,,,,,,,,
637,1.648126023,4.482630266,1.536677547,3.199223503,1.427658296,0.362018764,4.878519308,4.482637031,4.87882356,2.822600596,,,,,,,,,,,,
638,1.632054424,4.470635428,1.521244373,3.18383684,1.411287267,0.346712962,4.86385022,4.470642196,4.863982292,2.805867592,,,,,,,,,,,,
639,1.217991522,4.176161931,1.138450295,2.793868441,0.993574583,0.178763218,4.492317158,4.176168764,4.487471274,2.371985516,,,,,,,,,,,,
640,1.628806997,4.470348027,1.519676275,3.182286257,1.409141964,0.343286083,4.862621305,4.470354796,4.862680221,2.80319259,,,,,,,,,,,,
641,1.630763001,4.47148276,1.521317533,3.183922021,1.410957425,0.345195725,4.864143222,4.471489529,4.864228961,2.805122365,,,,,,,,,,,,
642,1.63014348,4.469814364,1.519848307,3.182448373,1.409669329,0.344801953,4.862597117,4.469821132,4.862697828,2.804077401,,,,,,,,,,,,
643,1.667383029,4.485995,1.547304795,3.209651693,1.441367979,0.382037673,4.887143138,4.48600176,4.887851122,2.839015161,,,,,,,,,,,,
644,1.628617435,4.475957163,1.523670242,3.186300711,1.412087771,0.342231424,4.867119588,4.475963933,4.867073134,2.804896665,,,,,,,,,,,,
645,1.624934069,4.46576404,1.514729347,3.177339704,1.404271434,0.339896253,4.857706856,4.465770809,4.857754494,2.798595228,,,,,,,,,,,,
646,1.641629831,4.490412967,1.539571015,3.202198107,1.427902262,0.354128846,4.882838345,4.490419736,4.882845097,2.819989678,,,,,,,,,,,,
647,1.637800387,4.494649349,1.541051935,3.203694788,1.427885342,0.349655754,4.885090539,4.494656119,4.884927654,2.818326765,,,,,,,,,,,,
648,1.634547766,4.48428932,1.532185414,3.194818908,1.420250791,0.347396802,4.875700139,4.484296089,4.875646578,2.81235226,,,,,,,,,,,,
649,1.624681073,4.460142168,1.510540986,3.173124546,1.401050654,0.340625567,4.853053706,4.460148937,4.853195626,2.796522406,,,,,,,,,,,,
650,1.638944647,4.498478746,1.54430424,3.206947567,1.430672159,0.350491606,4.888539766,4.498485517,4.888334784,2.820483128,,,,,,,,,,,,
651,1.195730984,4.089932598,1.057635661,2.715774952,0.923145339,0.265089832,4.411458105,4.08993943,4.407352157,2.318323657,,,,,,,,,,,,
652,1.620513578,4.463625156,1.511330121,3.173952801,1.400399508,0.33552053,4.854612013,4.463631926,4.854591345,2.794373453,,,,,,,,,,,,
653,1.634836615,4.488100415,1.535071259,3.197711233,1.422507704,0.347244041,4.878877301,4.488107185,4.878761698,2.813830987,,,,,,,,,,,,
654,1.630997644,4.496047548,1.539268676,3.201903762,1.42453872,0.342428957,4.88412616,4.49605432,4.883772971,2.813369894,,,,,,,,,,,,
655,1.167961824,4.284734,1.219652071,2.859839661,1.044554788,0.122944849,4.567216474,4.284740844,4.559383887,2.374624405,,,,,,,,,,,,
656,1.169685282,4.282223655,1.217822866,2.858553063,1.043523326,0.121825833,4.56570874,4.282230499,4.557962161,2.375062861,,,,,,,,,,,,
657,1.158063345,4.279778292,1.213094351,2.852245347,1.036571053,0.132843409,4.560005504,4.279785138,4.55201798,2.365043498,,,,,,,,,,,,
658,1.17078978,4.289852699,1.224796096,2.86487018,1.049500917,0.119597115,4.572305137,4.289859544,4.564451706,2.378704906,,,,,,,,,,,,
659,1.167862984,4.291906493,1.225962507,2.865342811,1.049676963,0.122177531,4.573050164,4.291913338,4.565088923,2.377147488,,,,,,,,,,,,
660,1.178705229,4.266397538,1.205992534,2.849715182,1.036342252,0.11929236,4.555561282,4.26640438,4.548307973,2.376311179,,,,,,,,,,,,
661,1.184068176,4.294701924,1.232059233,2.873668464,1.058948867,0.10655058,4.580498863,4.294708767,4.572884544,2.390895863,,,,,,,,,,,,
662,1.177245119,4.306049974,1.240499835,2.879802217,1.064013351,0.112558872,4.587577807,4.306056819,4.579595014,2.389599927,,,,,,,,,,,,
663,1.178540308,4.302906584,1.23801869,2.877878925,1.062331666,0.111220235,4.585432101,4.302913428,4.577537163,2.389497136,,,,,,,,,,,,
664,1.178160964,4.269579654,1.208653993,2.851979608,1.038352506,0.11842015,4.558010991,4.269586496,4.550689882,2.377065197,,,,,,,,,,,,
665,1.172465284,4.278404,1.215087254,2.856653507,1.04204053,0.12024396,4.563459761,4.278410844,4.555847539,2.375847994,,,,,,,,,,,,
666,1.157936209,4.266472698,1.201286028,2.841870704,1.026895638,0.135871969,4.549041748,4.266479543,4.541282247,2.360047641,,,,,,,,,,,,
667,1.164669172,4.300326604,1.232716721,2.870619544,1.054355577,0.125128058,4.578896144,4.30033345,4.570707094,2.377662216,,,,,,,,,,,,
668,1.16273256,4.294208934,1.226884937,2.865170579,1.049077908,0.127057076,4.573291312,4.29421578,4.565163685,2.37394465,,,,,,,,,,,,
669,1.186474536,4.30697575,1.243373516,2.884030352,1.06878937,0.103282081,4.591280505,4.306982593,4.583507477,2.39719362,,,,,,,,,,,,
670,1.149743512,4.286452351,1.217247704,2.854257723,1.037777095,0.140110887,4.562809461,4.286459197,4.554501081,2.360936562,,,,,,,,,,,,
671,1.137759065,4.29431749,1.221836098,2.855802921,1.038433366,0.152351725,4.565380075,4.294324338,4.556637643,2.354348876,,,,,,,,,,,,
672,1.646012663,4.511323,1.556535547,3.219175473,1.441966712,0.356858309,4.901089946,4.51132977,4.900821074,2.830264732,,,,,,,,,,,,
673,1.132416348,4.285985351,1.213316964,2.847351384,1.030035152,0.157373851,4.5568814,4.285992199,4.548156507,2.347154906,,,,,,,,,,,,
674,1.127302026,4.293901086,1.219438553,2.851540226,1.033771488,0.163189868,4.561680588,4.293907935,4.552688395,2.3459776,,,,,,,,,,,,
675,1.647153313,4.511590369,1.557198852,3.21984014,1.442801191,0.358016432,4.901657417,4.511597139,4.901411318,2.831259139,,,,,,,,,,,,
676,1.166756524,4.313906616,1.245185972,2.881845122,1.065105142,0.124331781,4.5905982,4.313913462,4.58221627,2.384125157,,,,,,,,,,,,
677,1.152851967,4.300180004,1.230109265,2.866026379,1.049138846,0.137221133,4.574991093,4.300186851,4.566514515,2.368313867,,,,,,,,,,,,
678,1.146992845,4.289990843,1.219829482,2.855951465,1.039176535,0.142763081,4.564817043,4.28999769,4.556378532,2.360053454,,,,,,,,,,,,
679,1.149304854,4.288423493,1.218910878,2.855615297,1.039026301,0.140476675,4.564278321,4.28843034,4.555924301,2.361304777,,,,,,,,,,,,
680,1.151666953,4.295408402,1.225618018,2.86190106,1.045145212,0.138155695,4.570728448,4.295415248,4.56230813,2.36567536,,,,,,,,,,,,
681,1.646776263,4.509497901,1.555526963,3.218169653,1.441430471,0.357760451,4.899852949,4.50950467,4.899636141,2.830284334,,,,,,,,,,,,
