,Atlanta,bell,chicago,denver,indiana,ny,sf,seattle,ranch,dallas,,,2.18179866,1.82622372,1.667832294,0.017374887,1.826244321,2.966902312,1.710262821,1.826229767,1.695760712,1.221186878
36,1.286739899,4.356845896,1.311294858,2.960671905,1.150399445,0.004842354,4.663728202,4.35685273,4.657516005,2.493757424,,,,,,,,,,,,
37,1.287806182,4.355856554,1.310752574,2.960338643,1.150257239,0.002865614,4.663264685,4.355863387,4.657096509,2.494257924,,,,,,,,,,,,
38,1.288216831,4.356377431,1.31130348,2.960892464,1.150808235,0.002912327,4.663817428,4.356384265,4.657649893,2.494762407,,,,,,,,,,,,
39,1.287206381,4.355420463,1.310221334,2.959775297,1.149670377,0.003194101,4.662720615,4.355427296,4.65654563,2.493633283,,,,,,,,,,,,
40,1.28399013,4.355581585,1.309481534,2.958645817,1.148205359,0.006913942,4.661829843,4.355588419,4.655573146,2.491148232,,,,,,,,,,,,
41,1.284427976,4.355851684,1.309828133,2.95902045,1.148600905,0.006596536,4.662187893,4.355858518,4.655937037,2.491587471,,,,,,,,,,,,
42,1.284424095,4.355568595,1.309588326,2.958804787,1.148408515,0.00641668,4.66195717,4.355575429,4.655711342,2.491486571,,,,,,,,,,,,
43,1.284258891,4.355211215,1.309242066,2.958470149,1.148087341,0.006387022,4.661614953,4.355218049,4.655371543,2.491232517,,,,,,,,,,,,
44,1.28408293,4.355152859,1.30914508,2.958357554,1.147962122,0.006552681,4.661511748,4.355159693,4.655265082,2.491073337,,,,,,,,,,,,
45,1.284912119,4.355216682,1.309424168,2.95872839,1.148410249,0.005651378,4.661826861,4.355223516,4.655599357,2.491750432,,,,,,,,,,,,
46,1.288249778,4.357018086,1.311851907,2.961389777,1.151254409,0.003519647,4.664347305,4.357024919,4.658168987,2.495009795,,,,,,,,,,,,
47,1.288772803,4.355976075,1.311117845,2.960805344,1.150811712,0.001983293,4.663668466,4.355982908,4.657521805,2.49506287,,,,,,,,,,,,
48,1.28746165,4.354294826,1.309343247,2.959022976,1.149039957,0.002350663,4.661888608,4.354301659,4.655740208,2.493445342,,,,,,,,,,,,
49,1.287837295,4.353982211,1.309183013,2.958932627,1.14901468,0.001918567,4.661754181,4.353989044,4.65562062,2.49363377,,,,,,,,,,,,
50,1.28665392,4.355502993,1.310139972,2.959622721,1.149455084,0.003868204,4.66261214,4.355509827,4.65642213,2.493225402,,,,,,,,,,,,
51,1.286852738,4.355585765,1.310263972,2.959762711,1.149608081,0.003703388,4.662742387,4.355592598,4.656555751,2.493411087,,,,,,,,,,,,
52,1.285660383,4.355179514,1.30959649,2.958991387,1.148751265,0.004783572,4.66203435,4.355186348,4.65582585,2.492328674,,,,,,,,,,,,
53,1.28662516,4.354392987,1.309197032,2.958771686,1.148695432,0.003307697,4.661702746,4.354399821,4.655532089,2.492818602,,,,,,,,,,,,
54,1.286714952,4.353824967,1.308743141,2.958376766,1.148358058,0.003063848,4.661270437,4.3538318,4.655112234,2.492692812,,,,,,,,,,,,
55,1.289622428,4.356015038,1.311383714,2.961165626,1.15125515,0.001322661,4.663969739,4.356021871,4.657843183,2.495747535,,,,,,,,,,,,
56,1.290404014,4.356007537,1.311592219,2.961464324,1.151634401,0.001103497,4.664211695,4.35601437,4.658104414,2.496362378,,,,,,,,,,,,
57,1.288754946,4.35355436,1.30907496,2.95896608,1.149178975,0.001421493,4.661698128,4.353561193,4.655594749,2.494210293,,,,,,,,,,,,
58,1.290314273,4.354002737,1.30988159,2.959912649,1.150247316,0.001440834,4.662556626,4.35400957,4.656483329,2.495597314,,,,,,,,,,,,
59,1.292649652,4.355878446,1.312103121,2.962241477,1.152654249,0.00292802,4.664819417,4.355885278,4.658769448,2.498091685,,,,,,,,,,,,
60,1.291409495,4.35608152,1.311931332,2.961911914,1.152178848,0.001712398,4.664590748,4.356088353,4.658506752,2.497182277,,,,,,,,,,,,
61,1.291370422,4.353851628,1.310046275,2.960209693,1.150667061,0.002615894,4.662768908,4.353858461,4.656724182,2.496379107,,,,,,,,,,,,
62,1.292676681,4.353844251,1.310401885,2.960713058,1.151307378,0.004016856,4.663177064,4.353851083,4.657164434,2.497408254,,,,,,,,,,,,
63,1.294010786,4.353739571,1.31068466,2.961153785,1.151897562,0.00556128,4.663514936,4.353746403,4.657536829,2.498425626,,,,,,,,,,,,
64,1.29356027,4.353502877,1.31036065,2.960799064,1.1515164,0.005244657,4.663179967,4.353509709,4.6571951,2.497987686,,,,,,,,,,,,
65,1.295537849,4.354771941,1.311976281,2.962530216,1.153343278,0.006619596,4.664837082,4.354778773,4.658877742,2.499989791,,,,,,,,,,,,
66,1.296165702,4.35416109,1.311639237,2.962312879,1.153247243,0.007687408,4.664540048,4.354167922,4.658607062,2.500273837,,,,,,,,,,,,
67,1.293558335,4.355896646,1.312369977,2.962609339,1.15311497,0.003908986,4.66512238,4.355903479,4.659094326,2.498815799,,,,,,,,,,,,
68,1.295453877,4.356109238,1.313074798,2.963508986,1.154194193,0.005937567,4.665895934,4.356116071,4.659910437,2.500386779,,,,,,,,,,,,
69,1.297487758,4.354644986,1.312414779,2.963194587,1.154226358,0.008894435,4.665351832,4.354651818,4.659442471,2.501485898,,,,,,,,,,,,
70,1.297564862,4.353885169,1.31179967,2.962649797,1.153758524,0.009434112,4.664759174,4.353892001,4.658865368,2.501283138,,,,,,,,,,,,
71,1.298906432,4.353599713,1.311937461,2.962957185,1.154236349,0.01112254,4.664952119,4.353606545,4.659096244,2.502243557,,,,,,,,,,,,
72,1.300326182,4.353408572,1.312177695,2.963366599,1.154817376,0.01283827,4.665246258,4.353415403,4.659428519,2.503298402,,,,,,,,,,,,
73,1.302768263,4.353765378,1.313167409,2.964589969,1.156275126,0.015365182,4.666309028,4.353772209,4.660544561,2.505351017,,,,,,,,,,,,
74,1.297598597,4.357857351,1.315138402,2.96566698,1.156422549,0.007886956,4.667994331,4.357864183,4.662029783,2.502685952,,,,,,,,,,,,
75,1.289814606,4.354482412,1.310147281,2.960081021,1.1503225,0.000524136,4.662787394,4.354489245,4.656693216,2.495368857,,,,,,,,,,,,
76,1.297579604,4.355458611,1.313122375,2.963845861,1.154814116,0.008582274,4.666041557,4.355465442,4.660119796,2.501840553,,,,,,,,,,,,
77,1.285008903,4.355879259,1.310009132,2.959267291,1.148903216,0.005964855,4.662394787,4.355886093,4.656157668,2.492055936,,,,,,,,,,,,
78,1.284633085,4.355812668,1.309850902,2.959070721,1.148674819,0.006340458,4.662221423,4.355819502,4.655976299,2.491736026,,,,,,,,,,,,
79,1.29836631,4.354635281,1.312652984,2.96352996,1.154656702,0.009892883,4.665622241,4.354642113,4.659734541,2.502176443,,,,,,,,,,,,
80,1.301401558,4.353436268,1.312504895,2.963807328,1.155373004,0.014028482,4.665609103,4.353443099,4.659817148,2.504157293,,,,,,,,,,,,
81,1.292662822,4.357308523,1.313308313,2.963328028,1.153617492,0.003132685,4.665983624,4.357315356,4.65990815,2.498596701,,,,,,,,,,,,
82,1.292077856,4.356042961,1.312083338,2.962143123,1.152482344,0.002322838,4.664771509,4.356049794,4.658704573,2.497696922,,,,,,,,,,,,
83,1.29110045,4.353189963,1.309415523,2.959603755,1.150091057,0.00298336,4.662146177,4.353196795,4.656106766,2.495936395,,,,,,,,,,,,
84,1.521686085,4.398963332,1.423430496,3.085796074,1.304593943,0.242955234,4.771484695,4.398970122,4.770227402,2.694111221,,,,,,,,,,,,
85,1.293057264,4.355696758,1.312063297,2.962262888,1.152733909,0.003413262,4.664801279,4.355703591,4.658764567,2.498350783,,,,,,,,,,,,
86,1.285129534,4.35538751,1.309627322,2.958942214,1.148631438,0.005508306,4.662034422,4.355394344,4.655809155,2.491981252,,,,,,,,,,,,
87,1.294322314,4.356060142,1.312719135,2.963030748,1.153601707,0.004703256,4.665497313,4.356066974,4.659485008,2.499475902,,,,,,,,,,,,
88,1.293482598,4.35691935,1.313207908,2.963353213,1.15376132,0.003738529,4.665928061,4.356926183,4.659879692,2.499109811,,,,,,,,,,,,
89,1.500657934,4.378784239,1.399926358,3.062209032,1.2804794,0.226555477,4.748464715,4.378791031,4.747052767,2.670464121,,,,,,,,,,,,
90,1.497579741,4.402941321,1.417195317,3.078971498,1.292718539,0.215207095,4.767304396,4.402948117,4.765396213,2.676393074,,,,,,,,,,,,
91,1.284010797,4.354961652,1.308964224,2.958184825,1.147798211,0.006528468,4.661333807,4.354968485,4.655088832,2.490950236,,,,,,,,,,,,
92,1.284686013,4.354614716,1.308855128,2.958184957,1.147894821,0.005587332,4.661266926,4.35462155,4.655044766,2.491363602,,,,,,,,,,,,
93,1.487677118,4.390536464,1.403951618,3.065725884,1.279692132,0.20797293,4.754102449,4.390543261,4.752173524,2.664281799,,,,,,,,,,,,
94,1.262317792,4.353475918,1.301960452,2.948641433,1.136334112,0.030353393,4.653226948,4.353482755,4.646476742,2.473300148,,,,,,,,,,,,
95,1.2569297,4.348055429,1.295950984,2.942448363,1.130064503,0.034214266,4.647120578,4.348062267,4.640336556,2.467171432,,,,,,,,,,,,
96,1.270564519,4.350740883,1.301790245,2.949765951,1.138419767,0.019949906,4.653637909,4.350747719,4.647139727,2.478868945,,,,,,,,,,,,
97,1.260517913,4.351777461,1.300048824,2.946658177,1.134317111,0.031603415,4.651278429,4.351784298,4.644514913,2.471292342,,,,,,,,,,,,
98,1.267952919,4.350435764,1.300842429,2.948521931,1.136955275,0.022748765,4.652559712,4.3504426,4.646003012,2.476700779,,,,,,,,,,,,
99,1.513110788,4.378288124,1.404422293,3.066897298,1.287619397,0.240625142,4.751881008,4.378294913,4.750776557,2.68013972,,,,,,,,,,,,
100,1.500189947,4.386661459,1.405748927,3.067901962,1.284766457,0.223163137,4.754786604,4.386668253,4.753226714,2.672839251,,,,,,,,,,,,
101,1.29873545,4.357401152,1.31507363,2.965765581,1.156682218,0.009188649,4.66798456,4.357407984,4.662056066,2.503426316,,,,,,,,,,,,
102,1.301064268,4.356670584,1.315115519,2.966122006,1.157353914,0.011996114,4.66812945,4.356677415,4.662271094,2.50501312,,,,,,,,,,,,
103,1.303334049,4.356837603,1.315895817,2.967134406,1.158596927,0.0144744,4.668983864,4.356844434,4.663178008,2.506864004,,,,,,,,,,,,
104,1.304702304,4.356761262,1.316219718,2.967611066,1.159230168,0.016040347,4.66935503,4.356768092,4.663584001,2.507918393,,,,,,,,,,,,
105,1.307974937,4.362489964,1.321932109,2.973217075,1.164663565,0.018253056,4.675040858,4.362496794,4.6692466,2.51248487,,,,,,,,,,,,
106,1.30576757,4.360945097,1.320016872,2.971188315,1.16253743,0.016099614,4.673088386,4.360951928,4.667268014,2.510207393,,,,,,,,,,,,
107,1.304889893,4.35380521,1.31380415,2.96544878,1.157364867,0.017733261,4.667012555,4.353812041,4.661299208,2.507040416,,,,,,,,,,,,
108,1.310043437,4.358123816,1.318879935,2.970728265,1.162810909,0.021496818,4.672151834,4.358130646,4.666486851,2.512609933,,,,,,,,,,,,
109,1.304052197,4.355356344,1.314861409,2.966294851,1.157973161,0.015944031,4.66800807,4.355363174,4.662246407,2.506917595,,,,,,,,,,,,
110,1.306715789,4.353023227,1.313673381,2.965570588,1.157764851,0.020258628,4.666954101,4.353030057,4.661299364,2.50821035,,,,,,,,,,,,
111,1.303749748,4.359827934,1.318513326,2.96955649,1.160789901,0.014118134,4.671542717,4.359834765,4.665693136,2.508227098,,,,,,,,,,,,
112,1.304555205,4.361960545,1.320523413,2.971481515,1.162607467,0.014800155,4.673527777,4.361967376,4.667659387,2.509599695,,,,,,,,,,,,
113,1.310775145,4.360625388,1.321174362,2.97290401,1.164831747,0.021535386,4.674414658,4.360632218,4.668722538,2.514053851,,,,,,,,,,,,
114,1.319278389,4.352045596,1.316511618,2.969747256,1.163494088,0.0349743,4.670124454,4.352052424,4.664793656,2.517789366,,,,,,,,,,,,
115,1.337198282,4.356157877,1.325273084,2.979891199,1.175409622,0.052953603,4.679118501,4.356164702,4.674151001,2.533375364,,,,,,,,,,,,
116,1.347680631,4.357204072,1.329350174,2.984807995,1.181560803,0.064256165,4.683266386,4.357210895,4.678535357,2.542019278,,,,,,,,,,,,
117,1.347079844,4.351092491,1.324162829,2.979952796,1.17732023,0.066768849,4.678089654,4.351099314,4.673452169,2.539405495,,,,,,,,,,,,
118,1.364769064,4.348507824,1.327681308,2.984983857,1.185106593,0.088074441,4.68151382,4.348514643,4.677350831,2.55246003,,,,,,,,,,,,
119,1.330293995,4.344306672,1.313416569,2.968209279,1.164138065,0.052310606,4.667277405,4.344313497,4.662351843,2.523770132,,,,,,,,,,,,
120,1.335264215,4.34951099,1.319216775,2.974104517,1.17010097,0.054437847,4.673089101,4.349517815,4.668192441,2.529522768,,,,,,,,,,,,
121,1.340778682,4.318926291,1.2958734,2.953043194,1.153370122,0.08363459,4.649736325,4.318933112,4.645506135,2.522985038,,,,,,,,,,,,
122,1.329876929,4.337477914,1.307665082,2.96286537,1.159496468,0.056930721,4.66156143,4.337484739,4.656745752,2.521027697,,,,,,,,,,,,
123,1.318012647,4.350275604,1.314670866,2.967911711,1.161687089,0.034655863,4.668283544,4.350282432,4.662953422,2.516171607,,,,,,,,,,,,
124,1.347503862,4.341686683,1.316607997,2.972998527,1.171519227,0.073078864,4.67052928,4.341693505,4.666067342,2.5364243,,,,,,,,,,,,
125,1.323704571,4.355130075,1.320374626,2.973815242,1.1677778,0.038251806,4.674031626,4.355136902,4.668753713,2.522360285,,,,,,,,,,,,
126,1.329611093,4.350874717,1.318624018,2.9729149,1.168046767,0.047278957,4.672424477,4.350881543,4.667366151,2.525537962,,,,,,,,,,,,
127,1.319246801,4.348292169,1.313391137,2.966893509,1.161020237,0.037348272,4.667055827,4.348298996,4.66179103,2.516451633,,,,,,,,,,,,
128,1.348586315,4.350415638,1.324080433,2.980034793,1.177682103,0.06884435,4.678009079,4.350422461,4.673420114,2.540357102,,,,,,,,,,,,
129,1.320081346,4.363877385,1.326562236,2.97900071,1.171665315,0.030904643,4.679998556,4.363884214,4.674475352,2.522531415,,,,,,,,,,,,
130,1.532114305,4.380253655,1.413488282,3.076108064,1.300198055,0.261043141,4.759319957,4.38026044,4.758637209,2.695859726,,,,,,,,,,,,
131,1.354230199,4.340324973,1.317638949,2.974621248,1.174246621,0.081411512,4.671516818,4.340331794,4.667241589,2.54124856,,,,,,,,,,,,
132,1.323314784,4.364184957,1.327759813,2.980499763,1.173506152,0.034347333,4.681270459,4.364191785,4.675820734,2.525193056,,,,,,,,,,,,
133,1.32916862,4.330251999,1.301499582,2.957095923,1.154450969,0.062101738,4.655418338,4.330258824,4.65071167,2.5178991,,,,,,,,,,,,
134,1.341659394,4.350544187,1.322030435,2.977402682,1.174114802,0.060996366,4.67594103,4.350551011,4.671181546,2.534933823,,,,,,,,,,,,
135,1.312306243,4.358121594,1.319528175,2.971611589,1.163948733,0.024030394,4.672865676,4.358128424,4.667256025,2.514396762,,,,,,,,,,,,
136,1.313742485,4.357775662,1.319654652,2.971912144,1.16444549,0.025779812,4.673038639,4.357782491,4.667470284,2.515411395,,,,,,,,,,,,
137,1.328423259,4.341627869,1.310639319,2.96544328,1.161425222,0.052195404,4.664500447,4.341634695,4.65957662,2.521349213,,,,,,,,,,,,
138,1.33053519,4.339039084,1.30915232,2.964309121,1.16085196,0.056430315,4.663045668,4.339045909,4.658218595,2.522100025,,,,,,,,,,,,
139,1.333518645,4.329223705,1.302007225,2.95802488,1.156088718,0.067456877,4.655935869,4.329230529,4.651352417,2.52096141,,,,,,,,,,,,
140,1.336616625,4.331811527,1.30509997,2.961212195,1.159397869,0.068576167,4.65902842,4.331818351,4.654474997,2.524327855,,,,,,,,,,,,
141,1.33219798,4.34935565,1.318154819,2.972781582,1.168403118,0.05110011,4.671998696,4.349362475,4.667030224,2.527047794,,,,,,,,,,,,
142,1.332705548,4.366943693,1.332809639,2.986263929,1.180097151,0.04392139,4.686477025,4.36695052,4.681207044,2.533567572,,,,,,,,,,,,
143,1.330827366,4.361290105,1.327583549,2.981263044,1.175450863,0.043554734,4.681289898,4.361296932,4.676075556,2.530127785,,,,,,,,,,,,
144,1.344822049,4.329235327,1.305587885,2.962487593,1.162128186,0.079290708,4.65947747,4.329242149,4.655167271,2.529877058,,,,,,,,,,,,
145,1.329660123,4.366812128,1.331798988,2.98496923,1.178454857,0.040645922,4.685408428,4.366818955,4.680066429,2.531114942,,,,,,,,,,,,
146,1.31999852,4.356682191,1.32056805,2.973535594,1.166900494,0.0333072,4.674125593,4.356689019,4.668729557,2.519973373,,,,,,,,,,,,
147,1.359151619,4.367200782,1.341088028,2.996870773,1.194001362,0.073034043,4.695015557,4.367207604,4.690385765,2.554559125,,,,,,,,,,,,
148,1.322650372,4.346238371,1.312703933,2.966672243,1.161429528,0.04253601,4.666452033,4.346245198,4.661306499,2.518417531,,,,,,,,,,,,
149,1.32890843,4.353637876,1.320692686,2.974729059,1.16948059,0.044910773,4.674455874,4.353644702,4.669331349,2.52594931,,,,,,,,,,,,
150,1.358559561,4.355886339,1.331685808,2.988105153,1.186467702,0.077145345,4.68560402,4.35589316,4.681160678,2.550150372,,,,,,,,,,,,
151,1.342855808,4.34195171,1.315362454,2.971367064,1.169220686,0.067773847,4.669291149,4.341958533,4.664711892,2.532850776,,,,,,,,,,,,
152,1.328479209,4.358156023,1.324295373,2.977975049,1.172202496,0.042192449,4.677999875,4.35816285,4.672784332,2.52718453,,,,,,,,,,,,
153,1.325959915,4.357971735,1.323394209,2.976847255,1.17078985,0.039438125,4.677055536,4.357978562,4.671781853,2.525130442,,,,,,,,,,,,
154,1.325231971,4.3558927,1.3214586,2.974990792,1.169059006,0.039590997,4.675134008,4.355899527,4.669879719,2.523832197,,,,,,,,,,,,
155,1.323991553,4.352968839,1.318671371,2.972293531,1.166513024,0.039741828,4.672362047,4.352975666,4.667129658,2.521833196,,,,,,,,,,,,
156,1.506155893,4.374750684,1.399004735,3.061425639,1.281426041,0.234256465,4.746837189,4.374757475,4.745626827,2.673399576,,,,,,,,,,,,
157,1.309422702,4.351898512,1.313514372,2.965777715,1.158387118,0.024003166,4.666894523,4.351905342,4.661325988,2.509956105,,,,,,,,,,,,
158,1.311619846,4.356102748,1.317649539,2.969817251,1.162270705,0.024128146,4.671008014,4.356109577,4.665417835,2.513154069,,,,,,,,,,,,
159,1.315114557,4.349840469,1.31345814,2.966447129,1.159921837,0.031709911,4.667015293,4.349847297,4.661622291,2.513731523,,,,,,,,,,,,
160,1.316477896,4.356686606,1.319542814,2.972159883,1.165113556,0.02933527,4.673017614,4.356693434,4.667535581,2.517194086,,,,,,,,,,,,
161,1.314591025,4.356489309,1.318830494,2.971272073,1.164027443,0.027298821,4.672261166,4.356496138,4.666736606,2.515635161,,,,,,,,,,,,
162,1.317295012,4.357793016,1.320699764,2.97331595,1.166255346,0.029765511,4.674175275,4.357799845,4.668693359,2.518223729,,,,,,,,,,,,
163,1.316229317,4.362073896,1.323948006,2.976131461,1.168532542,0.027132007,4.677316244,4.362080726,4.671731371,2.518864351,,,,,,,,,,,,
164,1.314144991,4.361113182,1.322547748,2.974590495,1.166848535,0.025096945,4.675876946,4.361120012,4.670258425,2.516885234,,,,,,,,,,,,
165,1.317673312,4.36041698,1.322989249,2.975446004,1.168172008,0.029199855,4.676427207,4.360423809,4.670907428,2.519432213,,,,,,,,,,,,
166,1.483942762,4.380248702,1.394640667,3.056532831,1.271482861,0.207380954,4.744520502,4.380255499,4.74268123,2.657755162,,,,,,,,,,,,
167,1.302913618,4.320114563,1.285146019,2.939075713,1.134132289,0.047681938,4.638872628,4.320121392,4.633706041,2.493579327,,,,,,,,,,,,
168,1.314138476,4.339369282,1.304478191,2.958125915,1.152553436,0.038812162,4.658165149,4.33937611,4.652933964,2.509282274,,,,,,,,,,,,
169,1.320942641,4.310102635,1.282351471,2.938496266,1.137070295,0.072976334,4.636280102,4.310109459,4.631722349,2.5041661,,,,,,,,,,,,
170,1.322433663,4.335964391,1.304146411,2.958792532,1.154624257,0.050304583,4.657987452,4.335971217,4.653017675,2.514620401,,,,,,,,,,,,
171,1.321230597,4.327617246,1.296886692,2.951972475,1.14857002,0.056444431,4.650771042,4.327624071,4.64591791,2.510700553,,,,,,,,,,,,
172,1.322523489,4.308185336,1.281267654,2.937651312,1.136675417,0.076266574,4.63519258,4.30819216,4.63070577,2.504714383,,,,,,,,,,,,
173,1.307993538,4.278396237,1.252118179,2.909062404,1.109626399,0.095998426,4.606017147,4.278403061,4.601683311,2.48231509,,,,,,,,,,,,
174,1.314423149,4.281892345,1.257048862,2.914283867,1.115364163,0.096774453,4.610917009,4.281899169,4.606679294,2.488672331,,,,,,,,,,,,
175,1.506186334,4.40262657,1.420220613,3.082224623,1.297560302,0.22476192,4.769705899,4.402633363,4.768010952,2.68310011,,,,,,,,,,,,
176,1.316337939,4.304297684,1.27612743,2.9322449,1.130862993,0.074916009,4.630056124,4.304304509,4.625486424,2.498428756,,,,,,,,,,,,
177,1.311907122,4.332800842,1.298364456,2.952260902,1.147100767,0.042565064,4.652092691,4.332807669,4.646922817,2.505196638,,,,,,,,,,,,
178,1.317363039,4.331984691,1.299322983,2.953778336,1.149393651,0.048643772,4.653137839,4.331991518,4.648114709,2.509208468,,,,,,,,,,,,
179,1.318764144,4.340478113,1.30677478,2.960780274,1.155663062,0.042714729,4.660525904,4.34048494,4.655387627,2.513322815,,,,,,,,,,,,
180,1.312685939,4.344877039,1.308622798,2.96173572,1.155422282,0.032698438,4.662203885,4.344883867,4.656839932,2.510075495,,,,,,,,,,,,
181,1.308853739,4.334265707,1.298675608,2.952179353,1.146489134,0.038256125,4.652331243,4.334272535,4.647061465,2.503308661,,,,,,,,,,,,
182,1.310732574,4.329083099,1.294928723,2.948972123,1.144058938,0.045052561,4.64867987,4.329089926,4.643546591,2.502948197,,,,,,,,,,,,
183,1.491414151,4.348646303,1.37335882,3.035854254,1.257549508,0.229454519,4.720789021,4.348653094,4.719671139,2.65250595,,,,,,,,,,,,
184,1.312299777,4.342845129,1.306821098,2.960043635,1.153890239,0.0339434,4.660424527,4.342851957,4.655087183,2.509056618,,,,,,,,,,,,
